5240.000000000000,0.00461936
5250.140136718750,0.00785908
5260.280761718750,0.0133587
5270.420898437500,0.0211897
5280.561035156250,0.0299499
5290.701171875000,0.0389225
5300.841796875000,0.0473134
5310.981933593750,0.0513993
5321.122070312500,0.0521418
5331.262695312500,0.0508189
5341.402832031250,0.0485413
5351.542968750000,0.0461973
5361.683593750000,0.0443892
5371.823730468750,0.0433311
5381.963867187500,0.0430913
5392.104003906250,0.0435369
5402.244628906250,0.0445513
5412.384765625000,0.0460748
5422.524902343750,0.0480279
5432.665527343750,0.0502529
5442.805664062500,0.0525699
5452.945800781250,0.0547936
5463.085937500000,0.0567849
5473.226562500000,0.0585177
5483.366699218750,0.0599458
5493.506835937500,0.0609674
5503.647460937500,0.0615808
5513.787597656250,0.0619486
5523.927734375000,0.0621940
5534.068359375000,0.0623578
5544.208496093750,0.0624812
5554.348632812500,0.0626152
5564.488769531250,0.0628044
5574.629394531250,0.0630855
5584.769531250000,0.0634703
5594.909667968750,0.0639425
5605.050292968750,0.0644836
5615.190429687500,0.0650734
5625.330566406250,0.0656896
5635.470703125000,0.0663087
5645.611328125000,0.0669071
5655.751464843750,0.0674601
5665.891601562500,0.0679563
5676.032226562500,0.0683966
5686.172363281250,0.0687810
5696.312500000000,0.0691105
5706.453125000000,0.0693873
5716.593261718750,0.0696269
5726.733398437500,0.0698552
5736.873535156250,0.0700979
5747.014160156250,0.0703822
5757.154296875000,0.0707317
5767.294433593750,0.0711435
5777.435058593750,0.0715974
5787.575195312500,0.0720727
5797.715332031250,0.0725492
5807.855468750000,0.0730054
5817.996093750000,0.0734256
5828.136230468750,0.0737958
5838.276367187500,0.0741024
5848.416992187500,0.0743312
5858.557128906250,0.0744708
5868.697265625000,0.0745265
5878.837890625000,0.0745104
5888.978027343750,0.0744360
5899.118164062500,0.0743149
5909.258789062500,0.0741601
5919.398925781250,0.0739857
5929.539062500000,0.0738055
5939.679199218750,0.0736335
5949.819824218750,0.0734839
5959.959960937500,0.0733696
5970.100097656250,0.0733019
5980.240234375000,0.0732924
5990.380859375000,0.0733518
6000.520996093750,0.0734910
6010.661132812500,0.0737175
6020.801757812500,0.0740204
6030.941894531250,0.0743861
6041.082031250000,0.0747999
6051.222656250000,0.0752486
6061.362792968750,0.0757168
6071.502929687500,0.0761900
6081.643554687500,0.0766529
6091.783691406250,0.0770897
6101.923828125000,0.0774846
6112.063964843750,0.0778268
6122.204589843750,0.0781163
6132.344726562500,0.0783561
6142.484863281250,0.0785492
6152.625000000000,0.0786973
6162.765625000000,0.0788039
6172.905761718750,0.0788723
6183.045898437500,0.0789048
6193.186523437500,0.0789045
6203.326660156250,0.0788752
6213.466796875000,0.0788218
6223.607421875000,0.0787551
6233.747558593750,0.0786844
6243.887695312500,0.0786200
6254.028320312500,0.0785723
6264.168457031250,0.0785508
6274.308593750000,0.0785663
6284.448730468750,0.0786285
6294.589355468750,0.0787478
6304.729492187500,0.0789342
6314.869628906250,0.0791874
6325.009765625000,0.0794949
6335.150390625000,0.0798441
6345.290527343750,0.0802226
6355.430664062500,0.0806168
6365.571289062500,0.0810134
6375.711425781250,0.0813989
6385.851562500000,0.0817596
6395.992187500000,0.0820813
6406.132324218750,0.0823503
6416.272460937500,0.0825621
6426.413085937500,0.0827185
6436.553222656250,0.0828218
6446.693359375000,0.0828746
6456.833496093750,0.0828800
6466.974121093750,0.0828400
6477.114257812500,0.0827578
6487.254394531250,0.0826359
6497.394531250000,0.0824774
6507.535156250000,0.0822856
6517.675292968750,0.0820670
6527.815429687500,0.0818301
6537.956054687500,0.0815835
6548.096191406250,0.0813350
6558.236328125000,0.0810929
6568.376953125000,0.0808650
6578.517089843750,0.0806597
6588.657226562500,0.0804847
6598.797851562500,0.0803479
6608.937988281250,0.0802551
6619.078125000000,0.0802043
6629.218261718750,0.0801899
6639.358886718750,0.0802059
6649.499023437500,0.0802466
6659.639160156250,0.0803070
6669.779296875000,0.0803810
6679.919921875000,0.0804632
6690.060058593750,0.0805481
6700.200195312500,0.0806298
6710.340820312500,0.0807038
6720.480957031250,0.0807689
6730.621093750000,0.0808238
6740.761718750000,0.0808683
6750.901855468750,0.0809014
6761.041992187500,0.0809227
6771.182617187500,0.0809313
6781.322753906250,0.0809273
6791.462890625000,0.0809091
6801.603027343750,0.0808764
6811.743652343750,0.0808294
6821.883789062500,0.0807703
6832.023925781250,0.0807011
6842.164062500000,0.0806243
6852.304687500000,0.0805422
6862.444824218750,0.0804571
6872.584960937500,0.0803712
6882.725585937500,0.0802867
6892.865722656250,0.0802064
6903.005859375000,0.0801320
6913.146484375000,0.0800650
6923.286621093750,0.0800060
6933.426757812500,0.0799549
